dataset	cell	class	ngenes	reads
published, mouse wells	276	single	15	1
published, mouse wells	276	single	16	1
published, mouse wells	276	single	17	12
published, mouse wells	276	single	20	67
published, mouse wells	278	multi	1	2429
published, mouse wells	278	multi	2	3378
published, mouse wells	278	multi	3	1381
published, mouse wells	278	multi	4	1156
published, mouse wells	278	multi	5	571
published, mouse wells	278	multi	6	413
published, mouse wells	278	multi	7	126
published, mouse wells	278	multi	8	89
published, mouse wells	278	multi	9	117
published, mouse wells	278	multi	10	19
published, mouse wells	278	multi	11	6
published, mouse wells	278	multi	12	10
published, mouse wells	278	multi	13	1
published, mouse wells	278	multi	15	2
published, mouse wells	278	multi	16	2
published, mouse wells	278	multi	18	1
published, mouse wells	278	multi	19	2
published, mouse wells	278	multi	20	5
published, mouse wells	278	single	1	63532
published, mouse wells	278	single	2	2463
published, mouse wells	278	single	3	113
published, mouse wells	278	single	4	1
published, mouse wells	278	single	5	1
published, mouse wells	278	single	8	1
published, mouse wells	278	single	13	2
published, mouse wells	278	single	20	9
published, mouse wells	280	multi	1	767
published, mouse wells	280	multi	2	711
published, mouse wells	280	multi	3	265
published, mouse wells	280	multi	4	207
published, mouse wells	280	multi	5	114
published, mouse wells	280	multi	6	94
published, mouse wells	280	multi	7	19
published, mouse wells	280	multi	8	31
published, mouse wells	280	multi	9	21
published, mouse wells	280	multi	10	4
published, mouse wells	280	multi	11	1
published, mouse wells	280	multi	12	1
published, mouse wells	280	single	1	15984
published, mouse wells	280	single	2	536
published, mouse wells	280	single	3	12
published, mouse wells	280	single	4	2
published, mouse wells	280	single	10	1
published, mouse wells	280	single	15	1
published, mouse wells	280	single	20	3
published, mouse wells	282	multi	1	9083
published, mouse wells	282	multi	2	10473
published, mouse wells	282	multi	3	5204
published, mouse wells	282	multi	4	5411
published, mouse wells	282	multi	5	2155
published, mouse wells	282	multi	6	2187
published, mouse wells	282	multi	7	460
published, mouse wells	282	multi	8	373
published, mouse wells	282	multi	9	889
published, mouse wells	282	multi	10	114
published, mouse wells	282	multi	11	92
published, mouse wells	282	multi	12	27
published, mouse wells	282	multi	13	11
published, mouse wells	282	multi	14	2
published, mouse wells	282	multi	15	2
published, mouse wells	282	multi	20	79
published, mouse wells	282	single	1	298675
published, mouse wells	282	single	2	11313
published, mouse wells	282	single	3	415
published, mouse wells	282	single	4	13
published, mouse wells	282	single	5	2
published, mouse wells	282	single	8	2
published, mouse wells	282	single	10	5
published, mouse wells	282	single	13	4
published, mouse wells	282	single	14	6
published, mouse wells	282	single	15	13
published, mouse wells	282	single	17	13
published, mouse wells	282	single	18	2
published, mouse wells	282	single	19	33
published, mouse wells	282	single	20	20
published, mouse wells	284	multi	1	5884
published, mouse wells	284	multi	2	7960
published, mouse wells	284	multi	3	3525
published, mouse wells	284	multi	4	2829
published, mouse wells	284	multi	5	1198
published, mouse wells	284	multi	6	1161
published, mouse wells	284	multi	7	281
published, mouse wells	284	multi	8	184
published, mouse wells	284	multi	9	439
published, mouse wells	284	multi	10	101
published, mouse wells	284	multi	11	16
published, mouse wells	284	multi	12	10
published, mouse wells	284	multi	13	1
published, mouse wells	284	multi	17	13
published, mouse wells	284	multi	20	24
published, mouse wells	284	single	1	164997
published, mouse wells	284	single	2	6442
published, mouse wells	284	single	3	277
published, mouse wells	284	single	4	7
published, mouse wells	284	single	20	38
published, mouse wells	286	multi	1	8031
published, mouse wells	286	multi	2	11263
published, mouse wells	286	multi	3	5082
published, mouse wells	286	multi	4	3976
published, mouse wells	286	multi	5	1676
published, mouse wells	286	multi	6	1726
published, mouse wells	286	multi	7	478
published, mouse wells	286	multi	8	314
published, mouse wells	286	multi	9	574
published, mouse wells	286	multi	10	119
published, mouse wells	286	multi	11	43
published, mouse wells	286	multi	12	33
published, mouse wells	286	multi	13	5
published, mouse wells	286	multi	18	3
published, mouse wells	286	multi	20	43
published, mouse wells	286	single	1	217951
published, mouse wells	286	single	2	8061
published, mouse wells	286	single	3	245
published, mouse wells	286	single	4	30
published, mouse wells	286	single	8	7
published, mouse wells	286	single	15	1
published, mouse wells	286	single	16	20
published, mouse wells	286	single	17	2
published, mouse wells	286	single	18	19
published, mouse wells	286	single	20	4
published, mouse wells	287	multi	1	15993
published, mouse wells	287	multi	2	24031
published, mouse wells	287	multi	3	10780
published, mouse wells	287	multi	4	8672
published, mouse wells	287	multi	5	3522
published, mouse wells	287	multi	6	3053
published, mouse wells	287	multi	7	997
published, mouse wells	287	multi	8	791
published, mouse wells	287	multi	9	1222
published, mouse wells	287	multi	10	183
published, mouse wells	287	multi	11	174
published, mouse wells	287	multi	12	72
published, mouse wells	287	multi	13	24
published, mouse wells	287	multi	14	4
published, mouse wells	287	multi	15	5
published, mouse wells	287	multi	16	1
published, mouse wells	287	multi	18	10
published, mouse wells	287	multi	19	3
published, mouse wells	287	multi	20	73
published, mouse wells	287	single	1	503319
published, mouse wells	287	single	2	17503
published, mouse wells	287	single	3	721
published, mouse wells	287	single	4	26
published, mouse wells	287	single	5	5
published, mouse wells	287	single	6	7
published, mouse wells	287	single	7	2
published, mouse wells	287	single	8	5
published, mouse wells	287	single	14	6
published, mouse wells	287	single	16	1
published, mouse wells	287	single	20	14
published, mouse wells	290	multi	1	2052
published, mouse wells	290	multi	2	3170
published, mouse wells	290	multi	3	1326
published, mouse wells	290	multi	4	1224
published, mouse wells	290	multi	5	430
published, mouse wells	290	multi	6	481
published, mouse wells	290	multi	7	177
published, mouse wells	290	multi	8	110
published, mouse wells	290	multi	9	131
published, mouse wells	290	multi	10	31
published, mouse wells	290	multi	11	26
published, mouse wells	290	multi	12	12
published, mouse wells	290	multi	18	6
published, mouse wells	290	multi	19	4
published, mouse wells	290	multi	20	23
published, mouse wells	290	single	1	45868
published, mouse wells	290	single	2	1835
published, mouse wells	290	single	3	77
published, mouse wells	290	single	4	4
published, mouse wells	290	single	10	2
published, mouse wells	290	single	14	9
published, mouse wells	290	single	20	7
published, mouse wells	292	multi	1	1412
published, mouse wells	292	multi	2	2162
published, mouse wells	292	multi	3	1115
published, mouse wells	292	multi	4	1004
published, mouse wells	292	multi	5	398
published, mouse wells	292	multi	6	370
published, mouse wells	292	multi	7	92
published, mouse wells	292	multi	8	98
published, mouse wells	292	multi	9	136
published, mouse wells	292	multi	10	29
published, mouse wells	292	multi	11	19
published, mouse wells	292	multi	12	11
published, mouse wells	292	multi	19	11
published, mouse wells	292	multi	20	6
published, mouse wells	292	single	1	36598
published, mouse wells	292	single	2	1979
published, mouse wells	292	single	3	91
published, mouse wells	292	single	4	1
published, mouse wells	292	single	8	1
published, mouse wells	292	single	17	3
published, mouse wells	292	single	20	1
published, mouse wells	294	multi	1	11239
published, mouse wells	294	multi	2	15653
published, mouse wells	294	multi	3	7594
published, mouse wells	294	multi	4	14197
published, mouse wells	294	multi	5	2948
published, mouse wells	294	multi	6	3602
published, mouse wells	294	multi	7	623
published, mouse wells	294	multi	8	502
published, mouse wells	294	multi	9	1337
published, mouse wells	294	multi	10	155
published, mouse wells	294	multi	11	62
published, mouse wells	294	multi	12	35
published, mouse wells	294	multi	13	9
published, mouse wells	294	multi	14	2
published, mouse wells	294	multi	15	2
published, mouse wells	294	multi	16	1
published, mouse wells	294	multi	17	1
published, mouse wells	294	multi	19	2
published, mouse wells	294	multi	20	52
published, mouse wells	294	single	1	343139
published, mouse wells	294	single	2	16433
published, mouse wells	294	single	3	675
published, mouse wells	294	single	4	8
published, mouse wells	294	single	5	2
published, mouse wells	294	single	6	1
published, mouse wells	294	single	9	4
published, mouse wells	294	single	10	6
published, mouse wells	294	single	15	3
published, mouse wells	294	single	16	10
published, mouse wells	294	single	18	7
published, mouse wells	294	single	19	4
published, mouse wells	294	single	20	39
published, mouse wells	296	multi	1	12427
published, mouse wells	296	multi	2	17919
published, mouse wells	296	multi	3	7729
published, mouse wells	296	multi	4	9717
published, mouse wells	296	multi	5	2985
published, mouse wells	296	multi	6	3822
published, mouse wells	296	multi	7	720
published, mouse wells	296	multi	8	520
published, mouse wells	296	multi	9	1400
published, mouse wells	296	multi	10	195
published, mouse wells	296	multi	11	84
published, mouse wells	296	multi	12	21
published, mouse wells	296	multi	13	25
published, mouse wells	296	multi	14	4
published, mouse wells	296	multi	18	5
published, mouse wells	296	multi	19	3
published, mouse wells	296	multi	20	32
published, mouse wells	296	single	1	414071
published, mouse wells	296	single	2	15812
published, mouse wells	296	single	3	769
published, mouse wells	296	single	4	52
published, mouse wells	296	single	5	2
published, mouse wells	296	single	8	3
published, mouse wells	296	single	10	7
published, mouse wells	296	single	14	1
published, mouse wells	296	single	15	2
published, mouse wells	296	single	16	1
published, mouse wells	296	single	18	5
published, mouse wells	296	single	20	11
published, mouse wells	298	multi	1	1185
published, mouse wells	298	multi	2	1528
published, mouse wells	298	multi	3	641
published, mouse wells	298	multi	4	475
published, mouse wells	298	multi	5	287
published, mouse wells	298	multi	6	171
published, mouse wells	298	multi	7	70
published, mouse wells	298	multi	8	67
published, mouse wells	298	multi	9	72
published, mouse wells	298	multi	10	17
published, mouse wells	298	multi	11	17
published, mouse wells	298	multi	12	2
published, mouse wells	298	multi	13	1
published, mouse wells	298	multi	19	1
published, mouse wells	298	multi	20	4
published, mouse wells	298	single	1	32003
published, mouse wells	298	single	2	1190
published, mouse wells	298	single	3	27
published, mouse wells	300	multi	1	15363
published, mouse wells	300	multi	2	20857
published, mouse wells	300	multi	3	9485
published, mouse wells	300	multi	4	21121
published, mouse wells	300	multi	5	4060
published, mouse wells	300	multi	6	5615
published, mouse wells	300	multi	7	778
published, mouse wells	300	multi	8	475
published, mouse wells	300	multi	9	2432
published, mouse wells	300	multi	10	182
published, mouse wells	300	multi	11	112
published, mouse wells	300	multi	12	43
published, mouse wells	300	multi	13	29
published, mouse wells	300	multi	15	2
published, mouse wells	300	multi	16	1
published, mouse wells	300	multi	18	4
published, mouse wells	300	multi	20	72
published, mouse wells	300	single	1	510606
published, mouse wells	300	single	2	22103
published, mouse wells	300	single	3	1092
published, mouse wells	300	single	4	58
published, mouse wells	300	single	6	8
published, mouse wells	300	single	8	9
published, mouse wells	300	single	9	1
published, mouse wells	300	single	10	1
published, mouse wells	300	single	11	1
published, mouse wells	300	single	12	14
published, mouse wells	300	single	14	1
published, mouse wells	300	single	16	4
published, mouse wells	300	single	19	4
published, mouse wells	300	single	20	17
published, mouse wells	302	multi	1	6858
published, mouse wells	302	multi	2	9706
published, mouse wells	302	multi	3	4533
published, mouse wells	302	multi	4	3179
published, mouse wells	302	multi	5	1343
published, mouse wells	302	multi	6	1361
published, mouse wells	302	multi	7	378
published, mouse wells	302	multi	8	323
published, mouse wells	302	multi	9	513
published, mouse wells	302	multi	10	90
published, mouse wells	302	multi	11	46
published, mouse wells	302	multi	12	28
published, mouse wells	302	multi	13	8
published, mouse wells	302	multi	14	1
published, mouse wells	302	multi	18	6
published, mouse wells	302	multi	19	3
published, mouse wells	302	multi	20	40
published, mouse wells	302	single	1	202997
published, mouse wells	302	single	2	7213
published, mouse wells	302	single	3	304
published, mouse wells	302	single	4	8
published, mouse wells	302	single	5	2
published, mouse wells	302	single	8	2
published, mouse wells	302	single	10	2
published, mouse wells	302	single	11	1
published, mouse wells	302	single	12	2
published, mouse wells	302	single	17	2
published, mouse wells	302	single	20	8
published, mouse wells	304	multi	1	1088
published, mouse wells	304	multi	2	833
published, mouse wells	304	multi	3	491
published, mouse wells	304	multi	4	767
published, mouse wells	304	multi	5	299
published, mouse wells	304	multi	6	672
published, mouse wells	304	multi	7	35
published, mouse wells	304	multi	8	21
published, mouse wells	304	multi	9	531
published, mouse wells	304	multi	10	2
published, mouse wells	304	multi	11	4
published, mouse wells	304	multi	12	2
published, mouse wells	304	multi	13	2
published, mouse wells	304	multi	19	1
published, mouse wells	304	multi	20	2
published, mouse wells	304	single	1	16977
published, mouse wells	304	single	2	860
published, mouse wells	304	single	3	35
published, mouse wells	304	single	15	2
published, mouse wells	304	single	20	1
published, mouse wells	306	multi	1	2465
published, mouse wells	306	multi	2	2920
published, mouse wells	306	multi	3	1312
published, mouse wells	306	multi	4	902
published, mouse wells	306	multi	5	504
published, mouse wells	306	multi	6	456
published, mouse wells	306	multi	7	126
published, mouse wells	306	multi	8	104
published, mouse wells	306	multi	9	164
published, mouse wells	306	multi	10	18
published, mouse wells	306	multi	11	35
published, mouse wells	306	multi	12	6
published, mouse wells	306	multi	13	2
published, mouse wells	306	multi	18	4
published, mouse wells	306	multi	19	3
published, mouse wells	306	multi	20	15
published, mouse wells	306	single	1	61139
published, mouse wells	306	single	2	2307
published, mouse wells	306	single	3	110
published, mouse wells	306	single	6	1
published, mouse wells	306	single	14	5
published, mouse wells	306	single	15	1
published, mouse wells	306	single	16	1
published, mouse wells	306	single	20	16
published, mouse wells	308	multi	1	9300
published, mouse wells	308	multi	2	12883
published, mouse wells	308	multi	3	6157
published, mouse wells	308	multi	4	5733
published, mouse wells	308	multi	5	1907
published, mouse wells	308	multi	6	2648
published, mouse wells	308	multi	7	603
published, mouse wells	308	multi	8	360
published, mouse wells	308	multi	9	1018
published, mouse wells	308	multi	10	89
published, mouse wells	308	multi	11	106
published, mouse wells	308	multi	12	23
published, mouse wells	308	multi	13	22
published, mouse wells	308	multi	14	8
published, mouse wells	308	multi	16	1
published, mouse wells	308	multi	18	10
published, mouse wells	308	multi	19	4
published, mouse wells	308	multi	20	51
published, mouse wells	308	single	1	299568
published, mouse wells	308	single	2	11148
published, mouse wells	308	single	3	474
published, mouse wells	308	single	4	13
published, mouse wells	308	single	20	38
published, mouse wells	310	multi	1	9558
published, mouse wells	310	multi	2	12938
published, mouse wells	310	multi	3	6026
published, mouse wells	310	multi	4	7348
published, mouse wells	310	multi	5	2313
published, mouse wells	310	multi	6	2528
published, mouse wells	310	multi	7	532
published, mouse wells	310	multi	8	347
published, mouse wells	310	multi	9	1028
published, mouse wells	310	multi	10	174
published, mouse wells	310	multi	11	70
published, mouse wells	310	multi	12	34
published, mouse wells	310	multi	13	6
published, mouse wells	310	multi	14	1
published, mouse wells	310	multi	17	1
published, mouse wells	310	multi	18	3
published, mouse wells	310	multi	20	50
published, mouse wells	310	single	1	306647
published, mouse wells	310	single	2	11390
published, mouse wells	310	single	3	534
published, mouse wells	310	single	4	18
published, mouse wells	310	single	14	2
published, mouse wells	310	single	20	52
published, mouse wells	311	multi	1	8605
published, mouse wells	311	multi	2	11525
published, mouse wells	311	multi	3	5134
published, mouse wells	311	multi	4	6057
published, mouse wells	311	multi	5	1823
published, mouse wells	311	multi	6	2083
published, mouse wells	311	multi	7	363
published, mouse wells	311	multi	8	324
published, mouse wells	311	multi	9	711
published, mouse wells	311	multi	10	73
published, mouse wells	311	multi	11	33
published, mouse wells	311	multi	12	11
published, mouse wells	311	multi	13	8
published, mouse wells	311	multi	14	1
published, mouse wells	311	multi	15	1
published, mouse wells	311	multi	18	3
published, mouse wells	311	multi	19	6
published, mouse wells	311	multi	20	47
published, mouse wells	311	single	1	289967
published, mouse wells	311	single	2	10595
published, mouse wells	311	single	3	455
published, mouse wells	311	single	4	5
published, mouse wells	311	single	5	3
published, mouse wells	311	single	12	4
published, mouse wells	311	single	20	40
published, mouse wells	314	multi	1	10214
published, mouse wells	314	multi	2	14524
published, mouse wells	314	multi	3	7276
published, mouse wells	314	multi	4	24319
published, mouse wells	314	multi	5	4613
published, mouse wells	314	multi	6	3908
published, mouse wells	314	multi	7	749
published, mouse wells	314	multi	8	537
published, mouse wells	314	multi	9	2004
published, mouse wells	314	multi	10	194
published, mouse wells	314	multi	11	66
published, mouse wells	314	multi	12	25
published, mouse wells	314	multi	13	34
published, mouse wells	314	multi	14	1
published, mouse wells	314	multi	15	1
published, mouse wells	314	multi	17	1
published, mouse wells	314	multi	18	24
published, mouse wells	314	multi	19	7
published, mouse wells	314	multi	20	50
published, mouse wells	314	single	1	359448
published, mouse wells	314	single	2	15423
published, mouse wells	314	single	3	877
published, mouse wells	314	single	4	17
published, mouse wells	314	single	5	4
published, mouse wells	314	single	14	1
published, mouse wells	314	single	16	8
published, mouse wells	314	single	20	42
published, mouse wells	316	multi	1	2051
published, mouse wells	316	multi	2	3462
published, mouse wells	316	multi	3	1666
published, mouse wells	316	multi	4	1278
published, mouse wells	316	multi	5	553
published, mouse wells	316	multi	6	422
published, mouse wells	316	multi	7	101
published, mouse wells	316	multi	8	151
published, mouse wells	316	multi	9	148
published, mouse wells	316	multi	10	46
published, mouse wells	316	multi	11	15
published, mouse wells	316	multi	12	14
published, mouse wells	316	multi	20	17
published, mouse wells	316	single	1	49552
published, mouse wells	316	single	2	1905
published, mouse wells	316	single	3	87
published, mouse wells	316	single	4	2
published, mouse wells	316	single	20	2
published, mouse wells	318	multi	1	14398
published, mouse wells	318	multi	2	17943
published, mouse wells	318	multi	3	9212
published, mouse wells	318	multi	4	11599
published, mouse wells	318	multi	5	3602
published, mouse wells	318	multi	6	3937
published, mouse wells	318	multi	7	884
published, mouse wells	318	multi	8	581
published, mouse wells	318	multi	9	1811
published, mouse wells	318	multi	10	193
published, mouse wells	318	multi	11	59
published, mouse wells	318	multi	12	68
published, mouse wells	318	multi	13	1
published, mouse wells	318	multi	14	2
published, mouse wells	318	multi	17	1
published, mouse wells	318	multi	18	7
published, mouse wells	318	multi	20	56
published, mouse wells	318	single	1	525487
published, mouse wells	318	single	2	19112
published, mouse wells	318	single	3	946
published, mouse wells	318	single	4	26
published, mouse wells	318	single	5	2
published, mouse wells	318	single	6	4
published, mouse wells	318	single	9	1
published, mouse wells	318	single	14	3
published, mouse wells	318	single	18	2
published, mouse wells	318	single	19	4
published, mouse wells	318	single	20	43
published, mouse wells	322	multi	1	15882
published, mouse wells	322	multi	2	23187
published, mouse wells	322	multi	3	11516
published, mouse wells	322	multi	4	27784
published, mouse wells	322	multi	5	5385
published, mouse wells	322	multi	6	8041
published, mouse wells	322	multi	7	1048
published, mouse wells	322	multi	8	745
published, mouse wells	322	multi	9	2973
published, mouse wells	322	multi	10	290
published, mouse wells	322	multi	11	120
published, mouse wells	322	multi	12	26
published, mouse wells	322	multi	13	56
published, mouse wells	322	multi	14	12
published, mouse wells	322	multi	15	1
published, mouse wells	322	multi	18	4
published, mouse wells	322	multi	19	6
published, mouse wells	322	multi	20	134
published, mouse wells	322	single	1	580569
published, mouse wells	322	single	2	22858
published, mouse wells	322	single	3	1101
published, mouse wells	322	single	4	15
published, mouse wells	322	single	6	2
published, mouse wells	322	single	7	1
published, mouse wells	322	single	13	1
published, mouse wells	322	single	14	3
published, mouse wells	322	single	18	6
published, mouse wells	322	single	20	53
published, mouse wells	324	multi	1	4210
published, mouse wells	324	multi	2	5331
published, mouse wells	324	multi	3	2529
published, mouse wells	324	multi	4	2348
published, mouse wells	324	multi	5	847
published, mouse wells	324	multi	6	948
published, mouse wells	324	multi	7	220
published, mouse wells	324	multi	8	149
published, mouse wells	324	multi	9	380
published, mouse wells	324	multi	10	42
published, mouse wells	324	multi	11	35
published, mouse wells	324	multi	12	8
published, mouse wells	324	multi	13	2
published, mouse wells	324	multi	14	3
published, mouse wells	324	multi	15	1
published, mouse wells	324	multi	18	3
published, mouse wells	324	multi	19	4
published, mouse wells	324	multi	20	11
published, mouse wells	324	single	1	133199
published, mouse wells	324	single	2	4734
published, mouse wells	324	single	3	259
published, mouse wells	324	single	4	4
published, mouse wells	324	single	7	1
published, mouse wells	324	single	14	5
published, mouse wells	324	single	19	2
published, mouse wells	324	single	20	10
published, mouse wells	326	multi	1	7561
published, mouse wells	326	multi	2	9817
published, mouse wells	326	multi	3	4520
published, mouse wells	326	multi	4	3957
published, mouse wells	326	multi	5	1486
published, mouse wells	326	multi	6	1379
published, mouse wells	326	multi	7	400
published, mouse wells	326	multi	8	291
published, mouse wells	326	multi	9	445
published, mouse wells	326	multi	10	80
published, mouse wells	326	multi	11	41
published, mouse wells	326	multi	12	5
published, mouse wells	326	multi	13	2
published, mouse wells	326	multi	14	1
published, mouse wells	326	multi	18	6
published, mouse wells	326	multi	19	2
published, mouse wells	326	multi	20	23
published, mouse wells	326	single	1	228219
published, mouse wells	326	single	2	8764
published, mouse wells	326	single	3	318
published, mouse wells	326	single	4	10
published, mouse wells	326	single	6	1
published, mouse wells	326	single	13	2
published, mouse wells	326	single	20	3
published, mouse wells	328	multi	1	6462
published, mouse wells	328	multi	2	6309
published, mouse wells	328	multi	3	2854
published, mouse wells	328	multi	4	2618
published, mouse wells	328	multi	5	1029
published, mouse wells	328	multi	6	1175
published, mouse wells	328	multi	7	218
published, mouse wells	328	multi	8	201
published, mouse wells	328	multi	9	500
published, mouse wells	328	multi	10	54
published, mouse wells	328	multi	11	34
published, mouse wells	328	multi	12	14
published, mouse wells	328	multi	13	5
published, mouse wells	328	multi	19	2
published, mouse wells	328	multi	20	24
published, mouse wells	328	single	1	135252
published, mouse wells	328	single	2	4961
published, mouse wells	328	single	3	181
published, mouse wells	328	single	4	1
published, mouse wells	328	single	9	1
published, mouse wells	328	single	20	7
published, mouse wells	330	multi	1	2966
published, mouse wells	330	multi	2	3304
published, mouse wells	330	multi	3	1630
published, mouse wells	330	multi	4	1938
published, mouse wells	330	multi	5	660
published, mouse wells	330	multi	6	659
published, mouse wells	330	multi	7	164
published, mouse wells	330	multi	8	98
published, mouse wells	330	multi	9	199
published, mouse wells	330	multi	10	56
published, mouse wells	330	multi	11	21
published, mouse wells	330	multi	12	9
published, mouse wells	330	multi	13	1
published, mouse wells	330	multi	14	1
published, mouse wells	330	multi	18	5
published, mouse wells	330	multi	19	3
published, mouse wells	330	multi	20	5
published, mouse wells	330	single	1	85135
published, mouse wells	330	single	2	3279
published, mouse wells	330	single	3	169
published, mouse wells	330	single	4	4
published, mouse wells	330	single	15	1
published, mouse wells	330	single	20	9
published, mouse wells	332	multi	1	3418
published, mouse wells	332	multi	2	5213
published, mouse wells	332	multi	3	2477
published, mouse wells	332	multi	4	1726
published, mouse wells	332	multi	5	796
published, mouse wells	332	multi	6	755
published, mouse wells	332	multi	7	162
published, mouse wells	332	multi	8	145
published, mouse wells	332	multi	9	223
published, mouse wells	332	multi	10	67
published, mouse wells	332	multi	11	42
published, mouse wells	332	multi	12	6
published, mouse wells	332	multi	13	5
published, mouse wells	332	multi	14	1
published, mouse wells	332	multi	18	5
published, mouse wells	332	multi	19	1
published, mouse wells	332	multi	20	23
published, mouse wells	332	single	1	90599
published, mouse wells	332	single	2	3240
published, mouse wells	332	single	3	165
published, mouse wells	332	single	17	1
published, mouse wells	332	single	18	11
published, mouse wells	332	single	19	1
published, mouse wells	332	single	20	14
published, mouse wells	334	multi	1	7399
published, mouse wells	334	multi	2	10049
published, mouse wells	334	multi	3	4661
published, mouse wells	334	multi	4	7636
published, mouse wells	334	multi	5	1865
published, mouse wells	334	multi	6	2114
published, mouse wells	334	multi	7	447
published, mouse wells	334	multi	8	355
published, mouse wells	334	multi	9	917
published, mouse wells	334	multi	10	113
published, mouse wells	334	multi	11	50
published, mouse wells	334	multi	12	14
published, mouse wells	334	multi	13	18
published, mouse wells	334	multi	14	3
published, mouse wells	334	multi	15	4
published, mouse wells	334	multi	18	2
published, mouse wells	334	multi	20	36
published, mouse wells	334	single	1	237169
published, mouse wells	334	single	2	9613
published, mouse wells	334	single	3	367
published, mouse wells	334	single	4	18
published, mouse wells	334	single	8	4
published, mouse wells	334	single	10	10
published, mouse wells	334	single	19	1
published, mouse wells	334	single	20	64
published, mouse wells	335	multi	1	11100
published, mouse wells	335	multi	2	16545
published, mouse wells	335	multi	3	7856
published, mouse wells	335	multi	4	17368
published, mouse wells	335	multi	5	3326
published, mouse wells	335	multi	6	4405
published, mouse wells	335	multi	7	731
published, mouse wells	335	multi	8	564
published, mouse wells	335	multi	9	1653
published, mouse wells	335	multi	10	186
published, mouse wells	335	multi	11	85
published, mouse wells	335	multi	12	14
published, mouse wells	335	multi	13	18
published, mouse wells	335	multi	14	3
published, mouse wells	335	multi	15	5
published, mouse wells	335	multi	18	15
published, mouse wells	335	multi	20	65
published, mouse wells	335	single	1	389318
published, mouse wells	335	single	2	17453
published, mouse wells	335	single	3	682
published, mouse wells	335	single	4	21
published, mouse wells	335	single	6	3
published, mouse wells	335	single	15	1
published, mouse wells	335	single	16	1
published, mouse wells	335	single	20	35
published, mouse wells	338	multi	1	1983
published, mouse wells	338	multi	2	2918
published, mouse wells	338	multi	3	1394
published, mouse wells	338	multi	4	2508
published, mouse wells	338	multi	5	536
published, mouse wells	338	multi	6	802
published, mouse wells	338	multi	7	124
published, mouse wells	338	multi	8	81
published, mouse wells	338	multi	9	301
published, mouse wells	338	multi	10	41
published, mouse wells	338	multi	11	7
published, mouse wells	338	multi	12	6
published, mouse wells	338	multi	13	2
published, mouse wells	338	multi	14	1
published, mouse wells	338	multi	18	7
published, mouse wells	338	multi	20	6
published, mouse wells	338	single	1	64915
published, mouse wells	338	single	2	2704
published, mouse wells	338	single	3	127
published, mouse wells	338	single	4	4
published, mouse wells	338	single	19	2
published, mouse wells	338	single	20	13
published, mouse wells	340	multi	1	19786
published, mouse wells	340	multi	2	26738
published, mouse wells	340	multi	3	13445
published, mouse wells	340	multi	4	16661
published, mouse wells	340	multi	5	5421
published, mouse wells	340	multi	6	6692
published, mouse wells	340	multi	7	1315
published, mouse wells	340	multi	8	915
published, mouse wells	340	multi	9	2101
published, mouse wells	340	multi	10	268
published, mouse wells	340	multi	11	148
published, mouse wells	340	multi	12	37
published, mouse wells	340	multi	13	19
published, mouse wells	340	multi	14	2
published, mouse wells	340	multi	18	28
published, mouse wells	340	multi	19	9
published, mouse wells	340	multi	20	140
published, mouse wells	340	single	1	710852
published, mouse wells	340	single	2	26985
published, mouse wells	340	single	3	1147
published, mouse wells	340	single	4	35
published, mouse wells	340	single	5	4
published, mouse wells	340	single	6	8
published, mouse wells	340	single	7	4
published, mouse wells	340	single	8	7
published, mouse wells	340	single	10	3
published, mouse wells	340	single	11	8
published, mouse wells	340	single	12	8
published, mouse wells	340	single	13	1
published, mouse wells	340	single	14	2
published, mouse wells	340	single	15	21
published, mouse wells	340	single	16	11
published, mouse wells	340	single	17	7
published, mouse wells	340	single	18	30
published, mouse wells	340	single	19	3
published, mouse wells	340	single	20	93
published, mouse wells	342	multi	1	10354
published, mouse wells	342	multi	2	14700
published, mouse wells	342	multi	3	7117
published, mouse wells	342	multi	4	6928
published, mouse wells	342	multi	5	2504
published, mouse wells	342	multi	6	2749
published, mouse wells	342	multi	7	605
published, mouse wells	342	multi	8	471
published, mouse wells	342	multi	9	947
published, mouse wells	342	multi	10	162
published, mouse wells	342	multi	11	52
published, mouse wells	342	multi	12	47
published, mouse wells	342	multi	13	10
published, mouse wells	342	multi	14	1
published, mouse wells	342	multi	17	5
published, mouse wells	342	multi	18	6
published, mouse wells	342	multi	19	4
published, mouse wells	342	multi	20	98
published, mouse wells	342	single	1	334821
published, mouse wells	342	single	2	11866
published, mouse wells	342	single	3	465
published, mouse wells	342	single	4	7
published, mouse wells	342	single	13	2
published, mouse wells	342	single	14	9
published, mouse wells	342	single	15	1
published, mouse wells	342	single	17	3
published, mouse wells	342	single	19	2
published, mouse wells	342	single	20	17
published, mouse wells	344	multi	1	8568
published, mouse wells	344	multi	2	11162
published, mouse wells	344	multi	3	4636
published, mouse wells	344	multi	4	3864
published, mouse wells	344	multi	5	1614
published, mouse wells	344	multi	6	1731
published, mouse wells	344	multi	7	504
published, mouse wells	344	multi	8	321
published, mouse wells	344	multi	9	658
published, mouse wells	344	multi	10	94
published, mouse wells	344	multi	11	42
published, mouse wells	344	multi	12	23
published, mouse wells	344	multi	13	8
published, mouse wells	344	multi	14	2
published, mouse wells	344	multi	15	1
published, mouse wells	344	multi	16	6
published, mouse wells	344	multi	18	2
published, mouse wells	344	multi	19	6
published, mouse wells	344	multi	20	61
