dataset	class	length	biotype	reads	reads_at_length
VASA own, 75 nt	single	57	TranscribedProcessedPseudogene	35	60872
VASA own, 75 nt	single	57	TranscribedUnitaryPseudogene	17	60872
VASA own, 75 nt	single	57	TranscribedUnprocessedPseudogene	29	60872
VASA own, 75 nt	single	57	UnitaryPseudogene	4	60872
VASA own, 75 nt	single	57	UnprocessedPseudogene	1	60872
VASA own, 75 nt	single	57	lncRNA	6550	60872
VASA own, 75 nt	single	57	miRNA	171	60872
VASA own, 75 nt	single	57	rRNA	218	60872
VASA own, 75 nt	single	57	ribozyme	1393	60872
VASA own, 75 nt	single	57	scaRNA	77	60872
VASA own, 75 nt	single	57	snRNA	663	60872
VASA own, 75 nt	single	57	snoRNA	2289	60872
VASA own, 75 nt	single	57	tRNA	39	60872
VASA own, 75 nt	single	58	MiscRna	587	63626
VASA own, 75 nt	single	58	MtRrna	27	63626
VASA own, 75 nt	single	58	MtTrna	9	63626
VASA own, 75 nt	single	58	ProcessedPseudogene	114	63626
VASA own, 75 nt	single	58	ProteinCoding	57465	63626
VASA own, 75 nt	single	58	TEC	109	63626
VASA own, 75 nt	single	58	TranscribedProcessedPseudogene	36	63626
VASA own, 75 nt	single	58	TranscribedUnitaryPseudogene	17	63626
VASA own, 75 nt	single	58	TranscribedUnprocessedPseudogene	32	63626
VASA own, 75 nt	single	58	UnitaryPseudogene	7	63626
VASA own, 75 nt	single	58	UnprocessedPseudogene	1	63626
VASA own, 75 nt	single	58	lncRNA	5871	63626
VASA own, 75 nt	single	58	miRNA	211	63626
VASA own, 75 nt	single	58	rRNA	165	63626
VASA own, 75 nt	single	58	ribozyme	878	63626
VASA own, 75 nt	single	58	scaRNA	95	63626
VASA own, 75 nt	single	58	snRNA	644	63626
VASA own, 75 nt	single	58	snoRNA	2103	63626
VASA own, 75 nt	single	58	tRNA	36	63626
VASA own, 75 nt	single	59	MiscRna	769	68757
VASA own, 75 nt	single	59	MtRrna	27	68757
VASA own, 75 nt	single	59	MtTrna	7	68757
VASA own, 75 nt	single	59	ProcessedPseudogene	120	68757
VASA own, 75 nt	single	59	ProteinCoding	62522	68757
VASA own, 75 nt	single	59	TEC	156	68757
VASA own, 75 nt	single	59	TranscribedProcessedPseudogene	40	68757
VASA own, 75 nt	single	59	TranscribedUnitaryPseudogene	3	68757
VASA own, 75 nt	single	59	TranscribedUnprocessedPseudogene	37	68757
VASA own, 75 nt	single	59	UnitaryPseudogene	4	68757
VASA own, 75 nt	single	59	UnprocessedPseudogene	1	68757
VASA own, 75 nt	single	59	lncRNA	5654	68757
VASA own, 75 nt	single	59	miRNA	226	68757
VASA own, 75 nt	single	59	rRNA	152	68757
VASA own, 75 nt	single	59	ribozyme	712	68757
VASA own, 75 nt	single	59	scaRNA	168	68757
VASA own, 75 nt	single	59	snRNA	572	68757
VASA own, 75 nt	single	59	snoRNA	2113	68757
VASA own, 75 nt	single	59	tRNA	60	68757
VASA own, 75 nt	single	60	MiscRna	1247	73849
VASA own, 75 nt	single	60	MtRrna	23	73849
VASA own, 75 nt	single	60	MtTrna	18	73849
VASA own, 75 nt	single	60	ProcessedPseudogene	134	73849
VASA own, 75 nt	single	60	ProteinCoding	66889	73849
VASA own, 75 nt	single	60	TEC	140	73849
VASA own, 75 nt	single	60	TranscribedProcessedPseudogene	62	73849
VASA own, 75 nt	single	60	TranscribedUnitaryPseudogene	17	73849
VASA own, 75 nt	single	60	TranscribedUnprocessedPseudogene	48	73849
VASA own, 75 nt	single	60	UnitaryPseudogene	7	73849
VASA own, 75 nt	single	60	UnprocessedPseudogene	5	73849
VASA own, 75 nt	single	60	lncRNA	5993	73849
VASA own, 75 nt	single	60	miRNA	196	73849
VASA own, 75 nt	single	60	rRNA	154	73849
VASA own, 75 nt	single	60	ribozyme	733	73849
VASA own, 75 nt	single	60	scaRNA	96	73849
VASA own, 75 nt	single	60	snRNA	510	73849
VASA own, 75 nt	single	60	snoRNA	2086	73849
VASA own, 75 nt	single	60	tRNA	37	73849
VASA own, 75 nt	single	61	MiscRna	1835	76890
VASA own, 75 nt	single	61	MtRrna	19	76890
VASA own, 75 nt	single	61	MtTrna	9	76890
VASA own, 75 nt	single	61	ProcessedPseudogene	125	76890
VASA own, 75 nt	single	61	ProteinCoding	68665	76890
VASA own, 75 nt	single	61	TEC	179	76890
VASA own, 75 nt	single	61	TranscribedProcessedPseudogene	50	76890
VASA own, 75 nt	single	61	TranscribedUnitaryPseudogene	23	76890
VASA own, 75 nt	single	61	TranscribedUnprocessedPseudogene	27	76890
VASA own, 75 nt	single	61	UnitaryPseudogene	2	76890
VASA own, 75 nt	single	61	UnprocessedPseudogene	9	76890
VASA own, 75 nt	single	61	lncRNA	6599	76890
VASA own, 75 nt	single	61	miRNA	190	76890
VASA own, 75 nt	single	61	rRNA	171	76890
VASA own, 75 nt	single	61	ribozyme	1294	76890
VASA own, 75 nt	single	61	scaRNA	131	76890
VASA own, 75 nt	single	61	snRNA	781	76890
VASA own, 75 nt	single	61	snoRNA	2039	76890
VASA own, 75 nt	single	61	tRNA	43	76890
VASA own, 75 nt	single	62	MiscRna	1150	84042
VASA own, 75 nt	single	62	MtRrna	22	84042
VASA own, 75 nt	single	62	MtTrna	2	84042
VASA own, 75 nt	single	62	ProcessedPseudogene	146	84042
VASA own, 75 nt	single	62	ProteinCoding	74482	84042
VASA own, 75 nt	single	62	TEC	163	84042
VASA own, 75 nt	single	62	TranscribedProcessedPseudogene	41	84042
VASA own, 75 nt	single	62	TranscribedUnitaryPseudogene	32	84042
VASA own, 75 nt	single	62	TranscribedUnprocessedPseudogene	52	84042
VASA own, 75 nt	single	62	UnitaryPseudogene	4	84042
VASA own, 75 nt	single	62	UnprocessedPseudogene	7	84042
VASA own, 75 nt	single	62	lncRNA	8972	84042
VASA own, 75 nt	single	62	miRNA	273	84042
VASA own, 75 nt	single	62	rRNA	268	84042
VASA own, 75 nt	single	62	ribozyme	2425	84042
VASA own, 75 nt	single	62	scaRNA	183	84042
VASA own, 75 nt	single	62	snRNA	1444	84042
VASA own, 75 nt	single	62	snoRNA	2059	84042
VASA own, 75 nt	single	62	tRNA	62	84042
VASA own, 75 nt	single	63	MiscRna	1208	86371
VASA own, 75 nt	single	63	MtRrna	42	86371
VASA own, 75 nt	single	63	MtTrna	11	86371
VASA own, 75 nt	single	63	ProcessedPseudogene	131	86371
VASA own, 75 nt	single	63	ProteinCoding	78338	86371
VASA own, 75 nt	single	63	TEC	184	86371
VASA own, 75 nt	single	63	TranscribedProcessedPseudogene	58	86371
VASA own, 75 nt	single	63	TranscribedUnitaryPseudogene	30	86371
VASA own, 75 nt	single	63	TranscribedUnprocessedPseudogene	52	86371
VASA own, 75 nt	single	63	UnitaryPseudogene	6	86371
VASA own, 75 nt	single	63	UnprocessedPseudogene	5	86371
VASA own, 75 nt	single	63	lncRNA	7089	86371
VASA own, 75 nt	single	63	miRNA	199	86371
VASA own, 75 nt	single	63	rRNA	181	86371
VASA own, 75 nt	single	63	ribozyme	742	86371
VASA own, 75 nt	single	63	scaRNA	160	86371
VASA own, 75 nt	single	63	snRNA	737	86371
VASA own, 75 nt	single	63	snoRNA	2380	86371
VASA own, 75 nt	single	63	tRNA	43	86371
VASA own, 75 nt	single	64	MiscRna	1071	98283
VASA own, 75 nt	single	64	MtRrna	33	98283
VASA own, 75 nt	single	64	MtTrna	19	98283
VASA own, 75 nt	single	64	ProcessedPseudogene	188	98283
VASA own, 75 nt	single	64	ProteinCoding	89558	98283
VASA own, 75 nt	single	64	TEC	224	98283
VASA own, 75 nt	single	64	TranscribedProcessedPseudogene	73	98283
VASA own, 75 nt	single	64	TranscribedUnitaryPseudogene	28	98283
VASA own, 75 nt	single	64	TranscribedUnprocessedPseudogene	47	98283
VASA own, 75 nt	single	64	TranslatedUnprocessedPseudogene	2	98283
VASA own, 75 nt	single	64	UnitaryPseudogene	1	98283
VASA own, 75 nt	single	64	UnprocessedPseudogene	13	98283
VASA own, 75 nt	single	64	lncRNA	7982	98283
VASA own, 75 nt	single	64	miRNA	254	98283
VASA own, 75 nt	single	64	rRNA	222	98283
VASA own, 75 nt	single	64	ribozyme	974	98283
VASA own, 75 nt	single	64	scaRNA	115	98283
VASA own, 75 nt	single	64	snRNA	805	98283
VASA own, 75 nt	single	64	snoRNA	2495	98283
VASA own, 75 nt	single	64	tRNA	48	98283
VASA own, 75 nt	single	65	MiscRna	3154	156209
VASA own, 75 nt	single	65	MtRrna	30	156209
VASA own, 75 nt	single	65	MtTrna	11	156209
VASA own, 75 nt	single	65	ProcessedPseudogene	236	156209
VASA own, 75 nt	single	65	ProteinCoding	141597	156209
VASA own, 75 nt	single	65	TEC	267	156209
VASA own, 75 nt	single	65	TranscribedProcessedPseudogene	74	156209
VASA own, 75 nt	single	65	TranscribedUnitaryPseudogene	34	156209
VASA own, 75 nt	single	65	TranscribedUnprocessedPseudogene	74	156209
VASA own, 75 nt	single	65	UnitaryPseudogene	6	156209
VASA own, 75 nt	single	65	UnprocessedPseudogene	8	156209
VASA own, 75 nt	single	65	lncRNA	12000	156209
VASA own, 75 nt	single	65	miRNA	447	156209
VASA own, 75 nt	single	65	rRNA	182	156209
VASA own, 75 nt	single	65	ribozyme	1747	156209
VASA own, 75 nt	single	65	scaRNA	228	156209
VASA own, 75 nt	single	65	snRNA	1572	156209
VASA own, 75 nt	single	65	snoRNA	4220	156209
VASA own, 75 nt	single	65	tRNA	88	156209
VASA own, 75 nt	single	66	MiscRna	206	29476
VASA own, 75 nt	single	66	MtRrna	7	29476
VASA own, 75 nt	single	66	MtTrna	3	29476
VASA own, 75 nt	single	66	ProcessedPseudogene	89	29476
VASA own, 75 nt	single	66	ProteinCoding	27267	29476
VASA own, 75 nt	single	66	TEC	94	29476
VASA own, 75 nt	single	66	TranscribedProcessedPseudogene	19	29476
VASA own, 75 nt	single	66	TranscribedUnitaryPseudogene	6	29476
VASA own, 75 nt	single	66	TranscribedUnprocessedPseudogene	19	29476
VASA own, 75 nt	single	66	UnitaryPseudogene	5	29476
VASA own, 75 nt	single	66	UnprocessedPseudogene	2	29476
VASA own, 75 nt	single	66	lncRNA	2034	29476
VASA own, 75 nt	single	66	miRNA	52	29476
VASA own, 75 nt	single	66	rRNA	78	29476
VASA own, 75 nt	single	66	ribozyme	88	29476
VASA own, 75 nt	single	66	scaRNA	15	29476
VASA own, 75 nt	single	66	snRNA	260	29476
VASA own, 75 nt	single	66	snoRNA	604	29476
VASA own, 75 nt	single	66	tRNA	22	29476
VASA own, 75 nt	single	67	MiscRna	1457	104768
VASA own, 75 nt	single	67	MtRrna	13	104768
VASA own, 75 nt	single	67	MtTrna	8	104768
VASA own, 75 nt	single	67	ProcessedPseudogene	321	104768
VASA own, 75 nt	single	67	ProteinCoding	96596	104768
VASA own, 75 nt	single	67	TEC	243	104768
VASA own, 75 nt	single	67	TranscribedProcessedPseudogene	79	104768
VASA own, 75 nt	single	67	TranscribedUnitaryPseudogene	26	104768
VASA own, 75 nt	single	67	TranscribedUnprocessedPseudogene	53	104768
VASA own, 75 nt	single	67	UnitaryPseudogene	5	104768
VASA own, 75 nt	single	67	UnprocessedPseudogene	6	104768
VASA own, 75 nt	single	67	lncRNA	7293	104768
VASA own, 75 nt	single	67	miRNA	371	104768
VASA own, 75 nt	single	67	rRNA	103	104768
VASA own, 75 nt	single	67	ribozyme	585	104768
VASA own, 75 nt	single	67	scaRNA	167	104768
VASA own, 75 nt	single	67	snRNA	593	104768
VASA own, 75 nt	single	67	snoRNA	2415	104768
VASA own, 75 nt	single	67	tRNA	51	104768
VASA own, 75 nt	single	68	MiscRna	1989	165300
VASA own, 75 nt	single	68	MtRrna	13	165300
VASA own, 75 nt	single	68	MtTrna	7	165300
VASA own, 75 nt	single	68	ProcessedPseudogene	384	165300
VASA own, 75 nt	single	68	ProteinCoding	153243	165300
VASA own, 75 nt	single	68	TEC	388	165300
VASA own, 75 nt	single	68	TranscribedProcessedPseudogene	103	165300
VASA own, 75 nt	single	68	TranscribedUnitaryPseudogene	28	165300
VASA own, 75 nt	single	68	TranscribedUnprocessedPseudogene	106	165300
VASA own, 75 nt	single	68	UnitaryPseudogene	18	165300
VASA own, 75 nt	single	68	UnprocessedPseudogene	12	165300
VASA own, 75 nt	single	68	lncRNA	11376	165300
VASA own, 75 nt	single	68	miRNA	324	165300
VASA own, 75 nt	single	68	rRNA	182	165300
VASA own, 75 nt	single	68	ribozyme	1009	165300
VASA own, 75 nt	single	68	scaRNA	163	165300
VASA own, 75 nt	single	68	snRNA	736	165300
VASA own, 75 nt	single	68	snoRNA	3046	165300
VASA own, 75 nt	single	68	tRNA	45	165300
VASA own, 75 nt	single	69	MiscRna	1776	269761
VASA own, 75 nt	single	69	MtRrna	37	269761
VASA own, 75 nt	single	69	MtTrna	5	269761
VASA own, 75 nt	single	69	ProcessedPseudogene	1219	269761
VASA own, 75 nt	single	69	ProteinCoding	252756	269761
VASA own, 75 nt	single	69	TEC	505	269761
VASA own, 75 nt	single	69	TranscribedProcessedPseudogene	246	269761
VASA own, 75 nt	single	69	TranscribedUnitaryPseudogene	63	269761
VASA own, 75 nt	single	69	TranscribedUnprocessedPseudogene	155	269761
VASA own, 75 nt	single	69	TranslatedUnprocessedPseudogene	1	269761
VASA own, 75 nt	single	69	UnitaryPseudogene	34	269761
VASA own, 75 nt	single	69	UnprocessedPseudogene	24	269761
VASA own, 75 nt	single	69	lncRNA	17631	269761
VASA own, 75 nt	single	69	miRNA	561	269761
VASA own, 75 nt	single	69	rRNA	163	269761
VASA own, 75 nt	single	69	ribozyme	1297	269761
VASA own, 75 nt	single	69	scaRNA	304	269761
VASA own, 75 nt	single	69	snRNA	920	269761
VASA own, 75 nt	single	69	snoRNA	3606	269761
VASA own, 75 nt	single	69	tRNA	57	269761
VASA own, 75 nt	single	70	MiscRna	1708	433086
VASA own, 75 nt	single	70	MtRrna	87	433086
VASA own, 75 nt	single	70	MtTrna	10	433086
VASA own, 75 nt	single	70	ProcessedPseudogene	940	433086
VASA own, 75 nt	single	70	ProteinCoding	406515	433086
VASA own, 75 nt	single	70	TEC	766	433086
VASA own, 75 nt	single	70	TranscribedProcessedPseudogene	447	433086
VASA own, 75 nt	single	70	TranscribedUnitaryPseudogene	97	433086
VASA own, 75 nt	single	70	TranscribedUnprocessedPseudogene	239	433086
VASA own, 75 nt	single	70	TranslatedUnprocessedPseudogene	1	433086
VASA own, 75 nt	single	70	UnitaryPseudogene	32	433086
VASA own, 75 nt	single	70	UnprocessedPseudogene	24	433086
VASA own, 75 nt	single	70	lncRNA	26829	433086
VASA own, 75 nt	single	70	miRNA	907	433086
VASA own, 75 nt	single	70	rRNA	177	433086
VASA own, 75 nt	single	70	ribozyme	2015	433086
VASA own, 75 nt	single	70	scaRNA	385	433086
VASA own, 75 nt	single	70	snRNA	3385	433086
VASA own, 75 nt	single	70	snoRNA	6741	433086
VASA own, 75 nt	single	70	tRNA	109	433086
VASA own, 75 nt	single	71	MiscRna	1703	541402
VASA own, 75 nt	single	71	MtRrna	48	541402
VASA own, 75 nt	single	71	MtTrna	8	541402
VASA own, 75 nt	single	71	ProcessedPseudogene	1396	541402
VASA own, 75 nt	single	71	ProteinCoding	507442	541402
VASA own, 75 nt	single	71	TEC	939	541402
VASA own, 75 nt	single	71	TrVPseudogene	5	541402
VASA own, 75 nt	single	71	TranscribedProcessedPseudogene	530	541402
VASA own, 75 nt	single	71	TranscribedUnitaryPseudogene	133	541402
VASA own, 75 nt	single	71	TranscribedUnprocessedPseudogene	280	541402
VASA own, 75 nt	single	71	UnitaryPseudogene	28	541402
VASA own, 75 nt	single	71	UnprocessedPseudogene	31	541402
VASA own, 75 nt	single	71	lncRNA	34574	541402
VASA own, 75 nt	single	71	miRNA	1489	541402
VASA own, 75 nt	single	71	rRNA	186	541402
VASA own, 75 nt	single	71	ribozyme	3820	541402
VASA own, 75 nt	single	71	scaRNA	476	541402
VASA own, 75 nt	single	71	snRNA	3861	541402
VASA own, 75 nt	single	71	snoRNA	11102	541402
VASA own, 75 nt	single	71	tRNA	170	541402
VASA own, 75 nt	single	72	IgVGene	1	1309683
VASA own, 75 nt	single	72	MiscRna	7898	1309683
VASA own, 75 nt	single	72	MtRrna	134	1309683
VASA own, 75 nt	single	72	MtTrna	27	1309683
VASA own, 75 nt	single	72	ProcessedPseudogene	2738	1309683
VASA own, 75 nt	single	72	ProteinCoding	1206386	1309683
VASA own, 75 nt	single	72	TEC	2335	1309683
VASA own, 75 nt	single	72	TrVPseudogene	1	1309683
VASA own, 75 nt	single	72	TranscribedProcessedPseudogene	1277	1309683
VASA own, 75 nt	single	72	TranscribedUnitaryPseudogene	287	1309683
VASA own, 75 nt	single	72	TranscribedUnprocessedPseudogene	652	1309683
VASA own, 75 nt	single	72	TranslatedUnprocessedPseudogene	4	1309683
VASA own, 75 nt	single	72	UnitaryPseudogene	59	1309683
VASA own, 75 nt	single	72	UnprocessedPseudogene	80	1309683
VASA own, 75 nt	single	72	lncRNA	76373	1309683
VASA own, 75 nt	single	72	miRNA	3127	1309683
VASA own, 75 nt	single	72	rRNA	435	1309683
VASA own, 75 nt	single	72	ribozyme	5332	1309683
VASA own, 75 nt	single	72	scaRNA	1598	1309683
VASA own, 75 nt	single	72	snRNA	35007	1309683
VASA own, 75 nt	single	72	snoRNA	25685	1309683
VASA own, 75 nt	single	72	tRNA	211	1309683
VASA own, 75 nt	single	73	IgVPseudogene	1	2081224
VASA own, 75 nt	single	73	MiscRna	11303	2081224
VASA own, 75 nt	single	73	MtRrna	304	2081224
VASA own, 75 nt	single	73	MtTrna	27	2081224
VASA own, 75 nt	single	73	ProcessedPseudogene	4118	2081224
VASA own, 75 nt	single	73	ProteinCoding	1908582	2081224
VASA own, 75 nt	single	73	TEC	4388	2081224
VASA own, 75 nt	single	73	TranscribedProcessedPseudogene	1880	2081224
VASA own, 75 nt	single	73	TranscribedUnitaryPseudogene	488	2081224
VASA own, 75 nt	single	73	TranscribedUnprocessedPseudogene	1347	2081224
VASA own, 75 nt	single	73	TranslatedUnprocessedPseudogene	6	2081224
VASA own, 75 nt	single	73	UnitaryPseudogene	103	2081224
VASA own, 75 nt	single	73	UnprocessedPseudogene	145	2081224
VASA own, 75 nt	single	73	lncRNA	169402	2081224
VASA own, 75 nt	single	73	miRNA	5442	2081224
VASA own, 75 nt	single	73	pseudogene	1	2081224
VASA own, 75 nt	single	73	rRNA	1348	2081224
VASA own, 75 nt	single	73	ribozyme	56349	2081224
VASA own, 75 nt	single	73	scaRNA	1452	2081224
VASA own, 75 nt	single	73	snRNA	17247	2081224
VASA own, 75 nt	single	73	snoRNA	44763	2081224
VASA own, 75 nt	single	73	tRNA	350	2081224
VASA own, 75 nt	single	74	MiscRna	87029	6681392
VASA own, 75 nt	single	74	MtRrna	781	6681392
VASA own, 75 nt	single	74	MtTrna	90	6681392
VASA own, 75 nt	single	74	ProcessedPseudogene	14858	6681392
VASA own, 75 nt	single	74	ProteinCoding	5977658	6681392
VASA own, 75 nt	single	74	TEC	11629	6681392
VASA own, 75 nt	single	74	TrJGene	1	6681392
VASA own, 75 nt	single	74	TrVGene	1	6681392
VASA own, 75 nt	single	74	TranscribedProcessedPseudogene	6605	6681392
VASA own, 75 nt	single	74	TranscribedUnitaryPseudogene	1344	6681392
VASA own, 75 nt	single	74	TranscribedUnprocessedPseudogene	3809	6681392
VASA own, 75 nt	single	74	TranslatedUnprocessedPseudogene	14	6681392
VASA own, 75 nt	single	74	UnitaryPseudogene	338	6681392
VASA own, 75 nt	single	74	UnprocessedPseudogene	424	6681392
VASA own, 75 nt	single	74	lncRNA	639161	6681392
VASA own, 75 nt	single	74	miRNA	19744	6681392
VASA own, 75 nt	single	74	pseudogene	1	6681392
VASA own, 75 nt	single	74	rRNA	5012	6681392
VASA own, 75 nt	single	74	ribozyme	252053	6681392
VASA own, 75 nt	single	74	scaRNA	7341	6681392
VASA own, 75 nt	single	74	snRNA	58546	6681392
VASA own, 75 nt	single	74	snoRNA	153162	6681392
VASA own, 75 nt	single	74	tRNA	1281	6681392
VASA own, 75 nt	single	75	IgVGene	4	18512317
VASA own, 75 nt	single	75	MiscRna	244723	18512317
VASA own, 75 nt	single	75	MtRrna	5104	18512317
VASA own, 75 nt	single	75	MtTrna	497	18512317
VASA own, 75 nt	single	75	ProcessedPseudogene	42646	18512317
VASA own, 75 nt	single	75	ProteinCoding	16809361	18512317
VASA own, 75 nt	single	75	TEC	33101	18512317
VASA own, 75 nt	single	75	TrCGene	1	18512317
VASA own, 75 nt	single	75	TrJGene	3	18512317
VASA own, 75 nt	single	75	TrVGene	2	18512317
VASA own, 75 nt	single	75	TrVPseudogene	1	18512317
VASA own, 75 nt	single	75	TranscribedProcessedPseudogene	19862	18512317
VASA own, 75 nt	single	75	TranscribedUnitaryPseudogene	3525	18512317
VASA own, 75 nt	single	75	TranscribedUnprocessedPseudogene	10141	18512317
VASA own, 75 nt	single	75	TranslatedUnprocessedPseudogene	16	18512317
VASA own, 75 nt	single	75	UnitaryPseudogene	937	18512317
VASA own, 75 nt	single	75	UnprocessedPseudogene	1500	18512317
VASA own, 75 nt	single	75	lncRNA	1494651	18512317
VASA own, 75 nt	single	75	miRNA	57109	18512317
VASA own, 75 nt	single	75	pseudogene	3	18512317
VASA own, 75 nt	single	75	rRNA	12108	18512317
VASA own, 75 nt	single	75	ribozyme	366934	18512317
VASA own, 75 nt	single	75	sRNA	6	18512317
VASA own, 75 nt	single	75	scaRNA	19187	18512317
VASA own, 75 nt	single	75	snRNA	223905	18512317
VASA own, 75 nt	single	75	snoRNA	376403	18512317
VASA own, 75 nt	single	75	tRNA	3867	18512317
VASA published, mouse	multi	15	IgCGene	6	66055
VASA published, mouse	multi	15	IgVGene	3	66055
VASA published, mouse	multi	15	IgVPseudogene	4	66055
VASA published, mouse	multi	15	MiscRna	86	66055
VASA published, mouse	multi	15	MtRrna	74	66055
VASA published, mouse	multi	15	ProcessedPseudogene	2784	66055
VASA published, mouse	multi	15	ProteinCoding	59893	66055
VASA published, mouse	multi	15	TEC	1053	66055
VASA published, mouse	multi	15	TrCGene	3	66055
VASA published, mouse	multi	15	TrVGene	6	66055
VASA published, mouse	multi	15	TranscribedProcessedPseudogene	1064	66055
VASA published, mouse	multi	15	TranscribedUnitaryPseudogene	208	66055
VASA published, mouse	multi	15	TranscribedUnprocessedPseudogene	481	66055
VASA published, mouse	multi	15	TranslatedUnprocessedPseudogene	4	66055
VASA published, mouse	multi	15	UnitaryPseudogene	253	66055
VASA published, mouse	multi	15	UnprocessedPseudogene	881	66055
VASA published, mouse	multi	15	lncRNA	39811	66055
VASA published, mouse	multi	15	miRNA	59	66055
VASA published, mouse	multi	15	rRNA	70	66055
VASA published, mouse	multi	15	scaRNA	1	66055
VASA published, mouse	multi	15	snRNA	43	66055
VASA published, mouse	multi	15	snoRNA	31	66055
VASA published, mouse	multi	15	tRNA	36	66055
VASA published, mouse	multi	16	IgCGene	1	59504
VASA published, mouse	multi	16	IgVGene	2	59504
VASA published, mouse	multi	16	IgVPseudogene	10	59504
VASA published, mouse	multi	16	MiscRna	46	59504
VASA published, mouse	multi	16	MtRrna	92	59504
VASA published, mouse	multi	16	ProcessedPseudogene	2132	59504
VASA published, mouse	multi	16	ProteinCoding	52221	59504
VASA published, mouse	multi	16	TEC	586	59504
VASA published, mouse	multi	16	TrCGene	2	59504
VASA published, mouse	multi	16	TrVGene	4	59504
VASA published, mouse	multi	16	TrVPseudogene	1	59504
VASA published, mouse	multi	16	TranscribedProcessedPseudogene	545	59504
VASA published, mouse	multi	16	TranscribedUnitaryPseudogene	131	59504
VASA published, mouse	multi	16	TranscribedUnprocessedPseudogene	344	59504
VASA published, mouse	multi	16	TranslatedUnprocessedPseudogene	2	59504
VASA published, mouse	multi	16	UnitaryPseudogene	151	59504
VASA published, mouse	multi	16	UnprocessedPseudogene	420	59504
VASA published, mouse	multi	16	lncRNA	30079	59504
VASA published, mouse	multi	16	miRNA	65	59504
VASA published, mouse	multi	16	rRNA	76	59504
VASA published, mouse	multi	16	ribozyme	8	59504
VASA published, mouse	multi	16	scaRNA	3	59504
VASA published, mouse	multi	16	snRNA	14	59504
VASA published, mouse	multi	16	snoRNA	15	59504
VASA published, mouse	multi	16	tRNA	22	59504
VASA published, mouse	multi	17	IgCGene	1	58025
VASA published, mouse	multi	17	IgPseudogene	1	58025
VASA published, mouse	multi	17	IgVGene	1	58025
VASA published, mouse	multi	17	IgVPseudogene	2	58025
VASA published, mouse	multi	17	MiscRna	66	58025
VASA published, mouse	multi	17	MtRrna	39	58025
VASA published, mouse	multi	17	MtTrna	4	58025
VASA published, mouse	multi	17	ProcessedPseudogene	1846	58025
VASA published, mouse	multi	17	ProteinCoding	50435	58025
VASA published, mouse	multi	17	TEC	519	58025
VASA published, mouse	multi	17	TranscribedProcessedPseudogene	510	58025
VASA published, mouse	multi	17	TranscribedUnitaryPseudogene	105	58025
VASA published, mouse	multi	17	TranscribedUnprocessedPseudogene	320	58025
VASA published, mouse	multi	17	TranslatedUnprocessedPseudogene	1	58025
VASA published, mouse	multi	17	UnitaryPseudogene	172	58025
VASA published, mouse	multi	17	UnprocessedPseudogene	458	58025
VASA published, mouse	multi	17	lncRNA	27672	58025
VASA published, mouse	multi	17	miRNA	64	58025
VASA published, mouse	multi	17	rRNA	105	58025
VASA published, mouse	multi	17	ribozyme	4	58025
VASA published, mouse	multi	17	scaRNA	1	58025
VASA published, mouse	multi	17	snRNA	10	58025
VASA published, mouse	multi	17	snoRNA	14	58025
VASA published, mouse	multi	17	tRNA	85	58025
VASA published, mouse	multi	18	IgCGene	3	55108
VASA published, mouse	multi	18	IgVGene	2	55108
VASA published, mouse	multi	18	MiscRna	107	55108
VASA published, mouse	multi	18	MtRrna	41	55108
VASA published, mouse	multi	18	MtTrna	3	55108
VASA published, mouse	multi	18	ProcessedPseudogene	2761	55108
VASA published, mouse	multi	18	ProteinCoding	47624	55108
VASA published, mouse	multi	18	TEC	589	55108
VASA published, mouse	multi	18	TrCGene	1	55108
VASA published, mouse	multi	18	TrVGene	4	55108
VASA published, mouse	multi	18	TranscribedProcessedPseudogene	1078	55108
VASA published, mouse	multi	18	TranscribedUnitaryPseudogene	100	55108
VASA published, mouse	multi	18	TranscribedUnprocessedPseudogene	331	55108
VASA published, mouse	multi	18	TranslatedUnprocessedPseudogene	3	55108
VASA published, mouse	multi	18	UnitaryPseudogene	135	55108
VASA published, mouse	multi	18	UnprocessedPseudogene	919	55108
VASA published, mouse	multi	18	lncRNA	25724	55108
VASA published, mouse	multi	18	miRNA	48	55108
VASA published, mouse	multi	18	rRNA	144	55108
VASA published, mouse	multi	18	snRNA	15	55108
VASA published, mouse	multi	18	snoRNA	18	55108
VASA published, mouse	multi	18	tRNA	29	55108
VASA published, mouse	multi	19	IgCGene	4	46405
VASA published, mouse	multi	19	IgVPseudogene	2	46405
VASA published, mouse	multi	19	MiscRna	55	46405
VASA published, mouse	multi	19	MtRrna	5	46405
VASA published, mouse	multi	19	MtTrna	1	46405
VASA published, mouse	multi	19	ProcessedPseudogene	3079	46405
VASA published, mouse	multi	19	ProteinCoding	39921	46405
VASA published, mouse	multi	19	TEC	392	46405
VASA published, mouse	multi	19	TrVGene	5	46405
VASA published, mouse	multi	19	TranscribedProcessedPseudogene	1560	46405
VASA published, mouse	multi	19	TranscribedUnitaryPseudogene	89	46405
VASA published, mouse	multi	19	TranscribedUnprocessedPseudogene	253	46405
VASA published, mouse	multi	19	TranslatedUnprocessedPseudogene	1	46405
VASA published, mouse	multi	19	UnitaryPseudogene	76	46405
VASA published, mouse	multi	19	UnprocessedPseudogene	1149	46405
VASA published, mouse	multi	19	lncRNA	21495	46405
